,Date,AMB_TEMP,WIND_DIREC,WIND_SPEED,RAINFALL,RH,PM2.5,PM10
1313,2015022417,18,227,0,0,79,18,60
1314,2015022418,18,141,0,0,80,20,49
1315,2015022419,18,306,0,0,82,17,40
1316,2015022420,17,295,0,0,83,20,45
1317,2015022421,18,112,0,0,83,16,48
1318,2015022422,20,85,0,0,77,19,37
1319,2015022423,21,99,0,0,75,11,21
1320,2015022500,21,64,1,0,73,10,12
1321,2015022501,21,177,0,0,74,9,15
1322,2015022502,19,268,0,0,84,7,12
1323,2015022503,18,163,0,0,85,6,11
1324,2015022504,17,198,0,0,85,8,20
1325,2015022505,17,14,0,0,86,21,49
1326,2015022506,17,145,0,0,86,29,60
1327,2015022507,18,201,1,0,84,27,69
1328,2015022508,20,186,0,0,81,22,66
1329,2015022509,21,275,0,0,75,29,50
1330,2015022510,22,301,0,0,74,34,52
1331,2015022511,22,305,0,0,76,36,44
1332,2015022512,21,304,0,0,78,31,59
1333,2015022513,21,23,0,0,77,29,49
1334,2015022514,22,13,0,0,70,28,39
1335,2015022515,23,18,0,0,68,27,50
1336,2015022516,24,31,0,0,67,31,74
1337,2015022517,23,306,0,0,69,33,89
1338,2015022518,21,294,0,0,78,37,91
1339,2015022519,20,259,0,0,83,38,75
1340,2015022520,19,292,0,0,85,34,70
1341,2015022521,19,48,0,0,86,33,75
1342,2015022522,18,207,0,0,86,30,94
1343,2015022523,18,0,0,0,87,33,117
1344,2015022600,18,0,0,0,87,32,114
1345,2015022601,18,306,0,0,87,29,89
1346,2015022602,19,214,0,0,87,29,65
1347,2015022603,19,196,0,0,87,28,53
1348,2015022604,19,344,0,0,86,30,56
1349,2015022605,20,310,0,0,84,31,58
1350,2015022606,19,322,0,0,89,29,70
1351,2015022607,20,349,0,0,89,28,77
1352,2015022608,20,286,0,0,85,31,73
1353,2015022609,20,302,0,0,85,33,57
1354,2015022610,21,298,0,0,83,0,0
1355,2015022611,21,268,3,0,81,23,32
1356,2015022612,20,295,0,0,80,6,16
1357,2015022613,20,242,1,0,81,1,4
1358,2015022614,19,257,1,0,82,4,8
1359,2015022615,19,292,0,0,84,11,7
1360,2015022616,18,291,0,0,87,12,7
1361,2015022617,17,275,1,0,89,14,5
1362,2015022618,17,259,0,0,89,11,2
1363,2015022619,17,174,0,0,87,4,2
1364,2015022620,17,309,0,0,85,7,1
1365,2015022621,17,295,0,0,84,8,0
1366,2015022622,18,282,0,0,83,10,16
1367,2015022623,18,284,0,0,83,6,35
1368,2015022700,18,324,0,0,83,8,56
1369,2015022701,18,235,0,0,83,13,47
1370,2015022702,18,334,0,0,84,11,27
1371,2015022703,18,303,0,0,84,12,12
1372,2015022704,18,0,0,0,85,6,5
1373,2015022705,18,305,0,0,85,3,5
1374,2015022706,18,158,0,0,86,5,0
1375,2015022707,19,275,0,0,83,5,8
1376,2015022708,20,119,0,0,78,14,15
1377,2015022709,21,110,0,0,74,7,21
1378,2015022710,22,102,0,0,72,10,23
1379,2015022711,23,112,0,0,70,2,22
1380,2015022712,24,82,0,0,67,8,24
1381,2015022713,25,87,0,0,65,11,14
1382,2015022714,25,92,0,0,65,16,9
1383,2015022715,24,126,0,0,67,13,0
1384,2015022716,24,287,0,0,72,15,7
1385,2015022717,21,279,0,0,78,10,31
1386,2015022718,19,282,0,0,81,11,41
1387,2015022719,19,218,0,0,80,14,45
1388,2015022720,19,227,0,0,81,12,29
1389,2015022721,19,218,0,0,82,14,33
1390,2015022722,19,241,0,0,82,6,31
1391,2015022723,18,257,0,0,83,6,27
1392,2015022800,18,245,0,0,85,4,13
1393,2015022801,18,287,0,0,82,2,5
1394,2015022802,18,225,1,0,82,5,12
1395,2015022803,17,283,0,0,82,1,17
1396,2015022804,17,236,1,0,81,0,22
1397,2015022805,17,271,0,0,82,1,11
1398,2015022806,17,239,0,0,82,3,16
1399,2015022807,17,266,0,0,82,6,21
1400,2015022808,18,189,0,0,80,3,23
1401,2015022809,19,310,0,0,77,5,13
1402,2015022810,20,314,4,0,76,11,19
1403,2015022811,20,294,0,0,76,10,37
1404,2015022812,21,297,0,0,73,13,57
1405,2015022813,20,294,0,0,75,13,51
1406,2015022814,20,293,0,0,76,12,48
1407,2015022815,20,296,0,0,76,17,42
1408,2015022816,19,297,0,0,79,15,32
1409,2015022817,18,258,0,0,81,18,15
1410,2015022818,18,186,0,0,81,15,0
1411,2015022819,18,144,0,0,81,11,5
1412,2015022820,18,133,0,0,83,14,15
1413,2015022821,18,301,0,0,81,8,19
1414,2015022822,18,295,0,0,81,17,26
1415,2015022823,17,188,0,0,83,13,25
1416,2015030100,17,173,0,0,82,16,27
1417,2015030101,17,220,0,0,83,11,16
1418,2015030102,16,168,0,0,88,9,8
1419,2015030103,16,160,2,0,88,5,6
1420,2015030104,15,286,0,0,84,3,5
1421,2015030105,14,253,0,0,85,5,6
1422,2015030106,14,241,0,0,83,5,2
1423,2015030107,14,323,0,0,84,2,2
1424,2015030108,14,271,0,0,81,2,0
1425,2015030109,15,218,0,0,78,2,0
1426,2015030110,15,315,0,0,76,1,5
1427,2015030111,14,142,0,0,69,3,8
1428,2015030112,14,0,0,0,68,2,10
1429,2015030113,14,75,0,0,66,9,11
1430,2015030114,14,106,0,0,66,4,10
1431,2015030115,14,224,0,0,68,10,7
1432,2015030116,13,120,1,0,68,5,14
1433,2015030117,13,97,0,0,67,8,24
1434,2015030118,13,132,0,0,68,7,41
1435,2015030119,13,315,0,0,69,11,41
1436,2015030120,13,96,2,0,70,18,41
1437,2015030121,13,110,2,0,68,17,32
1438,2015030122,13,111,0,0,69,17,26
1439,2015030123,14,112,0,0,69,17,24
1440,2015030200,14,82,0,0,69,20,40
1441,2015030201,14,111,0,0,69,22,63
1442,2015030202,14,107,0,0,70,21,72
1443,2015030203,14,104,0,0,72,27,72
1444,2015030204,14,109,0,0,72,30,70
1445,2015030205,14,112,0,0,71,35,75
1446,2015030206,14,117,0,0,72,35,73
1447,2015030207,15,114,0,0,71,38,67
1448,2015030208,15,108,3,0,70,36,63
1449,2015030209,16,118,0,0,69,37,56
1450,2015030210,16,104,3,0,69,30,43
1451,2015030211,16,96,0,0,70,0,0
1452,2015030212,16,121,2,0,71,18,0
1453,2015030213,16,130,0,0,73,21,26
1454,2015030214,16,120,0,0,73,18,21
1455,2015030215,17,95,0,0,73,22,23
1456,2015030216,17,101,0,0,73,17,14
1457,2015030217,18,96,0,0,73,20,18
1458,2015030218,18,147,1,0,73,12,18
1459,2015030219,18,124,0,0,74,14,24
1460,2015030220,17,269,0,0,77,18,37
1461,2015030221,17,186,0,0,81,25,53
1462,2015030222,17,255,0,0,80,26,61
1463,2015030223,17,310,0,0,80,29,58
1464,2015030300,17,213,0,0,82,32,62
1465,2015030301,17,326,0,0,83,39,62
1466,2015030302,16,154,0,0,85,31,75
1467,2015030303,16,312,0,0,84,28,72
1468,2015030304,16,187,1,0,85,24,70
1469,2015030305,16,0,0,0,86,28,67
1470,2015030306,16,339,0,0,84,26,71
1471,2015030307,18,338,0,0,79,32,80
1472,2015030308,20,221,0,0,75,43,80
1473,2015030309,21,238,0,0,69,53,77
1474,2015030310,23,182,1,0,63,54,69
1475,2015030311,24,142,0,0,59,31,43
1476,2015030312,24,303,0,0,63,38,70
1477,2015030313,25,286,0,0,63,52,100
1478,2015030314,24,292,0,0,65,56,117
1479,2015030315,23,292,0,0,67,47,106
1480,2015030316,22,272,0,0,70,47,105
1481,2015030317,20,209,0,0,73,42,88
1482,2015030318,20,211,0,0,76,44,79
1483,2015030319,19,97,0,0,75,44,75
1484,2015030320,19,319,0,0,74,41,71
1485,2015030321,17,300,0,0,81,43,54
1486,2015030322,17,112,0,0,82,33,29
1487,2015030323,16,118,0,0,76,21,21
1488,2015030400,16,100,0,0,72,8,13
1489,2015030401,15,89,0,0,69,11,30
1490,2015030402,15,83,2,0,69,21,29
1491,2015030403,15,89,0,0,68,29,36
1492,2015030404,15,105,0,0,68,37,20
1493,2015030405,15,109,0,0,70,35,20
1494,2015030406,15,111,0,0,73,30,13
1495,2015030407,15,107,0,0,74,23,15
1496,2015030408,15,94,0,0,73,25,4
1497,2015030409,16,69,0,0,70,20,3
1498,2015030410,16,96,0,0,70,18,15
1499,2015030411,16,95,0,0,69,11,24
1500,2015030412,15,98,0,0,72,10,27
1501,2015030413,15,68,0,0,72,11,24
1502,2015030414,15,95,0,0,71,9,24
1503,2015030415,16,95,0,0,71,7,21
1504,2015030416,16,88,0,0,72,8,24
1505,2015030417,16,94,0,0,75,8,28
1506,2015030418,15,107,0,0,76,8,42
1507,2015030419,15,112,0,0,76,4,27
1508,2015030420,16,90,0,0,73,1,25
1509,2015030421,15,96,0,0,74,6,14
1510,2015030422,15,83,0,0,74,2,14
1511,2015030423,15,101,0,0,75,4,6
1512,2015030500,15,79,0,0,76,2,3
1513,2015030501,15,114,0,0,76,2,3
1514,2015030502,15,111,0,0,75,3,0
1515,2015030503,15,111,0,0,76,0,0
1516,2015030504,15,100,0,0,75,0,0
1517,2015030505,15,120,0,0,75,0,3
1518,2015030506,16,114,0,0,75,2,19
1519,2015030507,16,119,0,0,76,5,35
1520,2015030508,17,114,0,0,74,8,46
1521,2015030509,18,108,4,0,73,7,45
1522,2015030510,18,113,0,0,74,8,29
1523,2015030511,19,142,0,0,73,2,17
1524,2015030512,19,117,0,0,73,8,0
1525,2015030513,19,121,0,0,72,0,0
1526,2015030514,20,126,0,0,71,0,0
1527,2015030515,19,288,0,0,75,4,0
1528,2015030516,19,232,0,0,77,9,5
1529,2015030517,19,309,0,0,79,14,9
1530,2015030518,18,315,0,0,81,11,27
1531,2015030519,18,244,0,0,85,17,42
1532,2015030520,17,222,0,0,89,16,49
1533,2015030521,17,256,1,0,90,25,36
1534,2015030522,16,175,0,0,89,16,15
1535,2015030523,16,323,0,0,88,20,24
1536,2015030600,17,167,0,0,86,13,27
1537,2015030601,17,240,1,0,86,11,29
1538,2015030602,16,248,1,0,89,3,13
1539,2015030603,16,264,0,0,89,2,11
1540,2015030604,15,238,0,0,89,2,12
1541,2015030605,15,231,0,0,90,5,9
1542,2015030606,14,204,0,0,89,2,17
1543,2015030607,14,294,0,1,88,2,15
1544,2015030608,14,256,0,0,88,0,19
1545,2015030609,15,147,0,0,84,2,15
1546,2015030610,16,316,0,0,79,5,16
1547,2015030611,17,291,0,0,76,7,21
1548,2015030612,17,270,0,0,74,6,11
1549,2015030613,17,260,0,0,77,0,13
1550,2015030614,17,179,0,0,78,0,25
1551,2015030615,17,297,0,0,76,2,25
1552,2015030616,17,208,0,0,79,5,27
1553,2015030617,17,274,0,0,81,11,38
1554,2015030618,16,304,1,0,83,12,55
1555,2015030619,16,210,0,0,84,13,60
1556,2015030620,16,325,0,0,84,12,49
1557,2015030621,16,304,0,0,84,6,34
1558,2015030622,16,286,0,0,83,7,24
1559,2015030623,16,298,0,0,84,3,17
1560,2015030700,16,306,1,0,87,9,14
1561,2015030701,16,319,0,0,87,9,15
1562,2015030702,16,290,0,0,87,15,15
1563,2015030703,16,157,0,0,87,9,18
1564,2015030704,16,166,0,0,86,8,10
1565,2015030705,16,311,0,0,82,0,6
1566,2015030706,16,133,0,0,84,2,5
1567,2015030707,16,342,2,0,80,0,1
1568,2015030708,17,316,0,0,79,7,1
1569,2015030709,18,130,0,0,76,7,0
1570,2015030710,18,28,0,0,74,10,0
1571,2015030711,19,115,0,0,72,7,0
1572,2015030712,19,142,0,0,70,10,0
1573,2015030713,20,112,0,0,69,8,0
1574,2015030714,19,110,2,0,71,8,0
1575,2015030715,18,114,0,0,71,3,5
1576,2015030716,18,251,0,0,73,4,8
1577,2015030717,18,114,0,0,74,6,9
1578,2015030718,17,114,0,0,73,10,16
1579,2015030719,17,93,0,0,74,11,20
1580,2015030720,17,111,0,0,73,6,19
1581,2015030721,17,116,0,0,75,6,10
1582,2015030722,17,111,0,0,77,5,3
1583,2015030723,18,117,0,0,77,9,3
1584,2015030800,18,127,0,0,78,3,0
1585,2015030801,18,131,0,0,79,7,0
1586,2015030802,18,131,0,0,76,3,0
1587,2015030803,19,114,0,0,76,10,22
1588,2015030804,19,152,0,0,76,8,34
1589,2015030805,19,125,0,0,76,11,46
1590,2015030806,19,118,0,0,77,4,36
1591,2015030807,20,83,0,0,75,5,35
1592,2015030808,21,102,0,0,71,9,31
1593,2015030809,23,97,0,0,68,11,27
1594,2015030810,23,119,3,0,68,6,15
1595,2015030811,24,186,0,0,66,1,7
1596,2015030812,24,303,0,0,67,0,7
1597,2015030813,22,295,0,0,75,6,19
1598,2015030814,20,287,0,0,80,12,27
1599,2015030815,19,199,0,0,79,17,27
1600,2015030816,19,179,1,0,79,11,17
1601,2015030817,20,298,1,0,79,8,8
1602,2015030818,20,194,1,0,79,3,1
1603,2015030819,19,177,1,0,81,11,15
1604,2015030820,19,317,0,0,80,11,35
1605,2015030821,20,324,0,0,76,15,52
1606,2015030822,21,322,0,0,73,12,61
1607,2015030823,21,311,0,0,74,11,61
1608,2015030900,21,328,0,0,77,12,53
1609,2015030901,21,303,0,0,78,11,28
1610,2015030902,20,145,0,0,82,19,9
1611,2015030903,20,313,0,0,83,22,16
1612,2015030904,19,299,2,0,83,25,34
1613,2015030905,19,267,0,0,84,25,53
1614,2015030906,19,248,0,0,85,27,56
1615,2015030907,19,299,0,0,84,28,51
1616,2015030908,20,153,0,0,77,27,32
1617,2015030909,19,104,0,0,73,21,22
1618,2015030910,18,333,0,0,69,19,9
1619,2015030911,18,51,0,0,67,15,9
1620,2015030912,18,110,2,0,64,13,3
1621,2015030913,18,110,3,0,61,15,10
1622,2015030914,17,82,0,0,61,19,24
1623,2015030915,16,95,0,0,62,19,26
1624,2015030916,16,102,0,0,63,17,24
1625,2015030917,16,98,0,0,63,18,21
1626,2015030918,16,103,0,0,64,12,29
1627,2015030919,15,84,0,0,63,11,38
1628,2015030920,16,82,0,0,63,7,45
1629,2015030921,16,71,0,0,63,12,52
1630,2015030922,16,49,0,0,63,15,53
1631,2015030923,16,51,0,0,63,17,62
1632,2015031000,16,71,0,0,64,22,60
1633,2015031001,15,84,0,0,65,25,67
1634,2015031002,15,79,0,0,65,26,70
1635,2015031003,15,97,0,0,65,26,80
1636,2015031004,15,94,0,0,65,21,84
1637,2015031005,15,102,0,0,65,21,76
1638,2015031006,15,123,0,0,65,22,78
1639,2015031007,15,91,0,0,67,31,71
1640,2015031008,15,111,0,0,68,30,67
1641,2015031009,15,105,0,0,68,30,66
1642,2015031010,15,106,0,0,68,28,64
1643,2015031011,15,108,0,0,65,32,78
1644,2015031012,15,100,0,0,65,37,70
1645,2015031013,14,108,0,0,67,36,68
1646,2015031014,14,108,0,0,69,32,51
1647,2015031015,14,104,0,0,70,29,45
1648,2015031016,13,111,0,0,71,24,34
1649,2015031017,13,108,0,0,73,24,36
1650,2015031018,13,102,0,0,74,18,25
1651,2015031019,12,113,0,0,77,20,26
1652,2015031020,12,107,0,1,78,20,17
1653,2015031021,12,108,0,0,79,19,18
1654,2015031022,12,112,0,0,80,13,24
1655,2015031023,12,122,0,0,82,12,27
1656,2015031100,12,120,0,0,79,7,20
1657,2015031101,12,113,0,1,81,5,13
1658,2015031102,12,119,0,0,81,2,6
1659,2015031103,12,132,0,0,81,7,6
1660,2015031104,12,106,0,0,81,8,2
1661,2015031105,12,130,0,0,82,8,1
1662,2015031106,12,110,0,0,81,9,1
1663,2015031107,12,118,0,0,81,5,4
1664,2015031108,13,122,0,0,82,10,3
1665,2015031109,13,117,0,0,82,9,4
1666,2015031110,13,117,0,0,81,10,0
1667,2015031111,13,312,0,0,83,5,19
1668,2015031112,13,320,0,0,86,1,34
1669,2015031113,13,284,0,0,88,8,41
1670,2015031114,13,157,0,0,89,11,30
1671,2015031115,13,257,0,1,87,11,19
1672,2015031116,13,168,0,0,88,5,12
1673,2015031117,13,117,0,1,87,2,5
1674,2015031118,13,115,0,0,82,3,5
1675,2015031119,13,118,0,2,84,2,5
1676,2015031120,13,118,3,1,82,2,4
1677,2015031121,13,132,0,0,84,9,12
1678,2015031122,13,309,1,0,85,7,24
1679,2015031123,13,287,0,1,89,10,42
1680,2015031200,13,313,0,0,89,2,42
1681,2015031201,13,211,1,0,90,10,45
1682,2015031202,13,162,0,0,90,4,41
1683,2015031203,13,70,0,1,90,6,40
1684,2015031204,13,160,0,0,90,0,34
1685,2015031205,13,343,0,0,90,0,26
1686,2015031206,13,302,0,0,90,0,15
1687,2015031207,13,241,1,0,89,11,5
1688,2015031208,13,250,0,0,88,0,8
1689,2015031209,14,125,0,0,85,0,11
1690,2015031210,14,265,0,0,83,11,11
1691,2015031211,14,57,0,0,82,8,2
1692,2015031212,15,98,0,0,77,9,0
1693,2015031213,15,110,0,0,76,0,0
1694,2015031214,15,287,0,0,75,2,8
1695,2015031215,15,110,0,0,76,7,9
1696,2015031216,15,103,2,0,72,15,31
1697,2015031217,15,113,0,0,71,17,52
1698,2015031218,15,118,0,0,73,20,73
1699,2015031219,15,116,0,0,73,18,69
1700,2015031220,15,112,0,0,75,22,58
1701,2015031221,16,120,0,0,74,15,49
1702,2015031222,16,142,0,0,74,20,50
1703,2015031223,17,144,0,0,74,11,51
1704,2015031300,17,132,0,0,75,9,57
1705,2015031301,17,92,0,0,75,4,40
1706,2015031302,17,178,0,0,74,4,32
1707,2015031303,16,174,0,0,80,9,12
1708,2015031304,15,302,1,0,84,9,21
1709,2015031305,14,267,1,0,87,14,33
1710,2015031306,14,198,0,0,88,14,51
1711,2015031307,16,98,0,0,84,17,56
1712,2015031308,18,163,0,0,75,12,46
1713,2015031309,20,267,0,0,69,20,59
1714,2015031310,23,294,0,0,63,0,0
1715,2015031311,23,297,0,0,66,11,44
1716,2015031312,23,303,0,0,67,11,39
1717,2015031313,23,300,0,0,64,7,23
1718,2015031314,23,272,0,0,65,10,36
1719,2015031315,23,297,0,0,64,15,43
1720,2015031316,22,293,0,0,69,12,39
1721,2015031317,21,256,0,0,76,15,35
1722,2015031318,20,212,0,0,80,8,30
1723,2015031319,19,235,0,0,82,15,22
1724,2015031320,18,198,1,0,84,0,15
1725,2015031321,18,204,0,0,87,0,15
1726,2015031322,18,111,0,0,88,11,17
1727,2015031323,17,114,0,0,85,7,20
1728,2015031400,17,287,0,0,84,6,13
1729,2015031401,17,322,1,0,87,9,9
1730,2015031402,17,294,0,0,88,0,12
1731,2015031403,17,86,0,0,87,0,25
1732,2015031404,17,86,0,0,86,25,30
1733,2015031405,17,126,0,0,85,20,31
1734,2015031406,18,92,0,0,85,23,30
1735,2015031407,18,86,0,0,84,29,37
1736,2015031408,19,254,0,0,79,0,33
1737,2015031409,21,197,0,0,74,0,25
1738,2015031410,22,255,0,0,70,0,25
1739,2015031411,24,304,1,0,66,0,27
1740,2015031412,25,298,0,0,64,0,35
1741,2015031413,24,296,4,0,66,32,39
1742,2015031414,24,290,0,0,67,38,44
1743,2015031415,23,295,0,0,67,34,49
1744,2015031416,23,295,2,0,67,33,39
1745,2015031417,22,288,0,0,72,29,32
1746,2015031418,20,247,0,0,77,0,24
1747,2015031419,20,265,0,0,78,0,30
1748,2015031420,20,113,0,0,79,31,38
1749,2015031421,20,109,0,0,79,41,48
1750,2015031422,19,310,0,0,82,40,61
1751,2015031423,19,173,0,0,84,45,68
1752,2015031500,18,347,0,0,85,38,65
1753,2015031501,19,35,0,0,84,41,53
1754,2015031502,18,276,0,0,85,38,54
1755,2015031503,18,156,0,0,87,39,59
1756,2015031504,19,147,0,0,86,38,67
1757,2015031505,19,296,0,0,85,41,60
1758,2015031506,19,90,0,0,86,35,62
1759,2015031507,19,150,0,0,83,38,63
1760,2015031508,21,183,0,0,77,36,71
1761,2015031509,23,202,0,0,71,43,72
1762,2015031510,25,334,0,0,63,39,70
1763,2015031511,27,285,0,0,56,39,68
1764,2015031512,27,309,0,0,57,35,62
1765,2015031513,27,306,0,0,61,29,59
1766,2015031514,26,290,0,0,64,31,52
1767,2015031515,25,292,0,0,66,32,49
1768,2015031516,24,267,0,0,73,34,66
1769,2015031517,23,225,1,0,76,39,78
1770,2015031518,22,291,0,0,79,46,97
1771,2015031519,22,270,0,0,80,54,100
1772,2015031520,21,276,0,0,82,50,110
1773,2015031521,21,148,0,0,82,43,96
1774,2015031522,21,274,0,0,83,39,71
1775,2015031523,21,241,0,0,84,38,54
1776,2015031600,21,239,0,0,84,38,43
1777,2015031601,21,120,1,0,83,0,29
1778,2015031602,21,325,0,0,84,0,15
1779,2015031603,21,353,0,0,85,0,30
1780,2015031604,21,312,0,0,84,35,45
1781,2015031605,21,229,0,0,85,36,55
1782,2015031606,20,175,1,0,87,29,41
1783,2015031607,21,80,0,0,86,0,34
1784,2015031608,22,211,0,0,81,0,26
1785,2015031609,23,81,1,0,78,0,37
1786,2015031610,25,291,0,0,71,41,67
1787,2015031611,24,295,0,0,74,0,0
1788,2015031612,25,310,0,0,72,0,0
1789,2015031613,26,317,0,0,68,40,55
1790,2015031614,27,308,0,0,67,39,56
1791,2015031615,27,301,0,0,68,50,64
1792,2015031616,26,279,0,0,72,48,65
1793,2015031617,24,289,0,0,76,56,79
1794,2015031618,24,210,0,0,78,52,82
1795,2015031619,23,286,0,0,79,62,88
1796,2015031620,22,119,0,0,81,56,88
1797,2015031621,22,310,0,0,83,56,85
1798,2015031622,22,229,0,0,84,56,89
1799,2015031623,22,123,0,0,84,52,73
1800,2015031700,21,211,0,0,87,39,63
1801,2015031701,21,292,0,0,88,25,52
1802,2015031702,21,114,0,0,89,24,54
1803,2015031703,21,103,0,0,89,29,60
1804,2015031704,21,129,0,0,88,33,49
1805,2015031705,21,329,0,0,87,28,41
1806,2015031706,21,79,0,0,88,29,31
1807,2015031707,22,281,0,0,85,28,40
1808,2015031708,23,260,0,0,81,45,50
1809,2015031709,25,254,1,0,74,46,63
1810,2015031710,26,258,0,0,68,55,64
1811,2015031711,28,245,0,0,64,46,70
1812,2015031712,29,301,0,0,63,28,48
1813,2015031713,28,306,0,0,66,29,37
1814,2015031714,28,314,0,0,66,44,59
1815,2015031715,26,313,0,0,72,41,70
1816,2015031716,25,313,0,0,75,39,74
1817,2015031717,25,64,1,0,77,47,78
1818,2015031718,25,110,0,0,77,49,68
1819,2015031719,25,83,0,0,79,61,81
1820,2015031720,25,315,0,0,79,54,84
1821,2015031721,24,190,0,0,82,56,81
1822,2015031722,24,17,0,0,85,47,69
1823,2015031723,24,112,0,0,85,47,57
1824,2015031800,23,178,0,0,85,40,51
1825,2015031801,23,121,0,0,85,32,43
1826,2015031802,23,328,0,0,86,27,40
1827,2015031803,23,131,0,0,86,0,36
1828,2015031804,23,123,0,0,86,0,33
1829,2015031805,23,102,0,0,85,0,33
1830,2015031806,23,143,0,0,84,32,39
1831,2015031807,24,245,0,0,78,38,52
1832,2015031808,25,337,0,0,74,41,55
1833,2015031809,26,282,0,0,68,33,57
1834,2015031810,28,204,0,0,62,0,0
1835,2015031811,29,309,0,0,58,25,56
1836,2015031812,28,305,0,0,66,28,61
1837,2015031813,27,307,0,0,68,23,64
1838,2015031814,27,310,0,0,68,24,55
1839,2015031815,27,315,0,0,67,26,63
1840,2015031816,27,317,0,0,69,20,60
1841,2015031817,26,305,0,0,70,17,64
1842,2015031818,26,291,0,0,69,13,58
1843,2015031819,25,301,0,0,70,16,66
1844,2015031820,25,250,1,0,70,14,63
1845,2015031821,25,257,1,0,71,17,61
1846,2015031822,25,292,0,0,73,17,56
1847,2015031823,25,271,2,0,74,26,61
1848,2015031900,25,286,0,0,72,21,55
1849,2015031901,25,296,0,0,73,27,58
1850,2015031902,25,199,0,0,72,24,61
1851,2015031903,24,65,1,0,74,24,70
1852,2015031904,24,16,0,0,74,22,68
1853,2015031905,24,0,0,0,72,24,55
1854,2015031906,25,138,0,0,68,24,50
1855,2015031907,25,276,0,0,69,24,43
1856,2015031908,26,260,0,0,69,24,58
1857,2015031909,29,251,0,0,57,31,67
1858,2015031910,29,300,0,0,56,38,76
1859,2015031911,28,311,0,0,65,40,75
1860,2015031912,27,271,0,0,68,30,59
1861,2015031913,27,286,0,0,65,27,51
1862,2015031914,28,289,0,0,64,20,45
1863,2015031915,27,276,0,0,66,25,43
1864,2015031916,26,270,0,0,69,23,49
1865,2015031917,26,128,0,0,71,26,59
1866,2015031918,25,125,0,0,72,29,62
1867,2015031919,24,106,0,0,74,32,62
1868,2015031920,24,118,2,0,75,36,57
1869,2015031921,24,133,0,0,76,29,51
1870,2015031922,24,112,0,0,78,28,44
1871,2015031923,23,316,0,0,79,24,32
1872,2015032000,23,293,0,0,80,24,45
1873,2015032001,23,315,0,0,82,27,43
1874,2015032002,23,270,0,0,83,24,48
1875,2015032003,22,89,0,0,83,26,44
1876,2015032004,22,295,0,0,84,28,52
1877,2015032005,22,230,0,0,84,27,42
1878,2015032006,22,319,0,0,84,27,40
1879,2015032007,23,108,0,0,81,22,37
1880,2015032008,24,119,2,0,73,26,44
1881,2015032009,26,116,0,0,67,23,39
1882,2015032010,27,134,0,0,63,28,32
1883,2015032011,29,294,0,0,58,20,30
1884,2015032012,28,293,0,0,64,29,34
1885,2015032013,27,272,0,0,68,30,34
1886,2015032014,25,293,0,0,72,0,40
1887,2015032015,23,250,0,0,76,39,61
1888,2015032016,22,246,0,0,79,35,81
1889,2015032017,22,259,0,0,81,32,97
1890,2015032018,22,254,0,0,81,34,101
1891,2015032019,22,292,1,0,80,38,104
1892,2015032020,22,328,0,0,81,44,97
1893,2015032021,22,284,1,0,81,40,95
1894,2015032022,22,282,0,0,82,37,95
1895,2015032023,22,224,0,0,82,37,87
1896,2015032100,21,241,0,0,84,31,65
1897,2015032101,21,271,0,0,84,30,40
1898,2015032102,21,292,0,0,84,20,32
1899,2015032103,21,287,1,0,84,15,20
1900,2015032104,20,181,0,0,83,12,24
1901,2015032105,20,125,0,0,83,7,23
1902,2015032106,20,83,0,0,83,11,31
1903,2015032107,21,256,0,0,82,10,35
1904,2015032108,21,256,0,0,80,15,38
1905,2015032109,22,231,0,0,78,15,34
1906,2015032110,23,203,0,0,73,13,31
1907,2015032111,23,306,0,0,72,11,28
1908,2015032112,22,264,0,0,74,11,20
1909,2015032113,22,285,0,0,76,9,15
1910,2015032114,22,92,0,0,73,9,13
1911,2015032115,21,129,2,0,73,6,24
1912,2015032116,21,120,3,0,72,8,18
1913,2015032117,21,115,0,0,73,11,12
1914,2015032118,21,188,1,0,74,9,7
1915,2015032119,20,263,0,0,77,6,17
1916,2015032120,20,327,0,0,76,2,21
1917,2015032121,19,117,0,0,74,2,15
1918,2015032122,19,124,0,0,73,4,6
1919,2015032123,19,339,0,0,75,5,2
1920,2015032200,19,317,0,0,75,8,7
1921,2015032201,19,233,0,0,75,7,12
1922,2015032202,19,291,0,0,76,12,15
1923,2015032203,19,105,1,0,76,8,13
1924,2015032204,19,109,0,0,74,15,19
1925,2015032205,19,106,0,0,74,19,23
1926,2015032206,19,108,0,0,72,25,34
1927,2015032207,19,97,0,0,71,34,49
1928,2015032208,19,88,0,0,71,42,77
1929,2015032209,19,89,0,0,66,53,93
1930,2015032210,20,105,0,0,62,56,102
1931,2015032211,20,87,3,0,60,58,97
1932,2015032212,21,102,0,0,58,51,95
1933,2015032213,21,96,0,0,58,47,86
1934,2015032214,20,96,4,0,56,34,82
1935,2015032215,20,96,0,0,57,38,71
1936,2015032216,20,106,0,0,59,32,77
1937,2015032217,20,102,0,0,62,37,79
1938,2015032218,19,104,0,0,64,38,92
1939,2015032219,19,105,0,0,63,44,98
1940,2015032220,20,98,0,0,62,51,109
1941,2015032221,20,113,0,0,57,54,118
1942,2015032222,20,102,0,0,56,48,126
1943,2015032223,20,103,0,0,56,40,132
1944,2015032300,20,104,0,0,58,31,136
1945,2015032301,20,102,0,0,59,29,138
1946,2015032302,20,109,0,0,61,25,134
